author	inferreddate	shorttitle	place	genres	first_name	estimated_gender
Frances, Sophia L	1806.0	Vivonio, or, The hour of retribution	enk		Sophia	f
	1806.0	Classic tales : serious and lively	enk			unknown
	1806.0	Voltaire	enk			unknown
	1806.0	Johnson - Marmontel	enk			unknown
	1806.0	Marmontel - Hawkesworth	enk			unknown
	1806.0	Hawkesworth - Sterne	enk			unknown
Lewis, M. G. (Matthew Gregory)	1806.0	Feudal tyrants; or, The Counts of Carlsheim and Sargans.  A romance	enk		Matthew	m
comtesse de, Genlis, Stéphanie Félicité	1806.0	Madame de Maintenon	enk		Stphanie	unknown
Mangin, Edward	1806.0	Oddities and outlines	enk		Edward	m
	1806.0	Jack and Jill and old Dame Gill	enk			unknown
Goldsmith, Oliver	1806.0	The miscellaneous works of Oliver Goldsmith	enk	Mixed	Oliver	m
Fisher, James	1806.0	A spring-day : or, Contemplations on several occurrences which naturally strike the eye in that delightful season	enk		James	m
Goldsmith, Oliver	1806.0	Miscellanies	enk		Oliver	m
Porter, Anna Maria	1807.0	The Hungarian brothers	enk		Anna	f
Chapone, (Hester), Mrs	1807.0	Life and correspondence	enk		Hester	f
Hunt, Leigh	1807.0	Mackenzie. Goldsmith. Brooke	enk		Leigh	f
Hunt, Leigh	1807.0	Voltaire	enk		Leigh	f
Hunt, Leigh	1807.0	Johnson. Marmontel	enk		Leigh	f
Hunt, Leigh	1807.0	Marmontel. Hawkesworth	enk		Leigh	f
Hunt, Leigh	1807.0	Hawkesworth. Sterne	enk		Leigh	f
Morais, Francisco de	1807.0	Palmerin of England	enk		Francisco	m
Grant, Anne MacVicar	1807.0	Letters from the mountains;	enk		Anne	f
Heron, Robert	1807.0	The comforts of human life;	enk		Robert	m
Kotzebue, August von	1807.0	The grave on the hill. Shun even the appearance of vice. The guardian angel. The revenge. The pigeon. The sacred enthusiast	enk		August	m
	1807.0	The memoirs of Charles Westcote, in which is introduced the History of the monk Francisco	enk			unknown
Fénelon, François de Salignac de La Mothe-	1807.0	Telemachus	enk		Franois	unknown
Stanhope, Louisa Sidney	1807.0	The bandit's bride;	enk		Louisa	f
Stanhope, Louisa Sidney	1807.0	The bandit's bride; or, The maid of Saxony. A romance	enk		Louisa	f
Sedley, Charles	1807.0	The barouche driver and his wife	enk		Charles	m
	1807.0	The Convent of Notre Dame	enk			unknown
Roche, Regina Maria	1807.0	The discarded son;	enk		Regina	f
Lewis, M. G. (Matthew Gregory)	1807.0	Feudal tyrants;	enk		Matthew	m
Mortimer, Edward	1807.0	The friar Hildargo	enk		Edward	m
Mangin, Edward	1807.0	George the third	enk		Edward	m
Sedley, Charles	1807.0	The infidel mother: or, Three winters in London	enk		Charles	m
Surr, T. S	1807.0	The mask of fashion;	enk		T	unknown
Reeve, Sophia	1807.0	The mysterious wanderer	enk		Sophia	f
Ormsby, Anne	1807.0	The soldier's family	enk		Anne	f
Young, Mary Julia	1807.0	A summer at Brighton	enk		Mary	f
	1807.0	Theodore	enk			unknown
Ireland, W. H. (William Henry)	1807.0	All the blocks! : or, an antidote to 'All the talents'. A satirical poem in three dialogues	enk		William	m
Kotzebue, August von	1807.0	The pastor's daughter : with other romances	enk		August	m
Kotzebue, August von	1807.0	The pastor's daughter (cont'd).-The protecting spirit	enk		August	m
Kotzebue, August von	1807.0	The subterraneous passage.-The revenge	enk		August	m
Kotzebue, August von	1807.0	The life of my father.-The romantic wife	enk		August	m
	1807.0	The house that Jack built, a game of forfeits	enk			unknown
	1807.0	The twin sisters; or, The advantages of religion	enk			unknown
Barnard, John, Sir	1807.0	A present for an apprentice, or, A sure guide to esteem and wealth with rules for his conduct to his master and in the world	enk		John	m
Lathom, Francis	1807.0	Human beings, a novel	enk		Francis	m
Rabelais, François	1807.0	The works of Francis Rabelais	enk		Franois	unknown
Bayfield, E. G	1807.0	A winter in Bath	enk		E	unknown
Strutt, Joseph	1808.0	Queenhoo-Hall : a romance ; and Ancient times, a drama	stk		Joseph	m
Strutt, Joseph	1808.0	Queenhoo-hall	stk		Joseph	m
Mackenzie, Henry	1808.0	Man of feeling. Man of the world	stk		Henry	m
Mackenzie, Henry	1808.0	Man of the world (cont	stk		Henry	m
Mackenzie, Henry	1808.0	Papers from The Mirror	stk		Henry	m
Mackenzie, Henry	1808.0	Papers from The Mirror (cont.) Papers from The Lounger	stk		Henry	m
Mackenzie, Henry	1808.0	Papers from The Lounger (cont	stk		Henry	m
Knight, Ellis Cornelia	1808.0	Marcus Flaminius; or A view of the military, political, and social life of the Romans: in a series of letters from a patrician to his friend	enk		Ellis	m
	1808.0	Sketches of character, or Specimens of real life.  A novel	enk			unknown
novelist. Sedley, Charles	1808.0	Asmodeus; or, The devil in London: a sketch	enk		Charles	m
Lewis, M. G. (Matthew Gregory)	1808.0	Mistrust; or, Blanche and Osbright.--The admiral Guarino.--King Rodrigo's fall.--Bertrand and Mary-Belle.--The lord of Falkenstein.--Sir Guy, the seeker	enk		Matthew	m
Lewis, M. G. (Matthew Gregory)	1808.0		enk		Matthew	m
Lewis, M. G. (Matthew Gregory)	1808.0	Oberson's henchmen, or, The legend of the three sisters	enk		Matthew	m
Lewis, M. G. (Matthew Gregory)	1808.0	My uncle's garret-window.--Bill Jones.--Amorassan, or, The spirit of the frozen ocean	enk		Matthew	m
Hurstone, J. P	1808.0	Royal intrigues, or, Secret memoirs of four princesses	enk		J	unknown
Beresford, James	1808.0	An antidote to the miseries of human life : in the History of the widow Placid and her daughter Rachael	enk		James	m
Green, Sarah	1808.0	The private history of the court of England	enk		Sarah	f
Dallas, Robert Charles	1808.0	The knights	enk		Robert	m
Dallas, Robert Charles	1808.0	The knights: tales illustrative of the marvellous	enk		Robert	m
Goethe, Johann Wolfgang von	1808.0	The sorrows of Werter; translated from the German of Baron Goethe	enk		Johann	m
Moore, George	1808.0	Tales of the passions; in which is attempted an illustration of their effects on the human mind: each tale comprised in one volume, and forming the subject of a single passion	enk		George	m
Citizen of the world	1808.0	The atrocities of a convent, or, The necessity of thinking for ourselves	enk		Citizen	unknown
Gunning	1808.0	The exile of Erin	enk		Gunning	unknown
Burney, Sarah Harriet	1808.0	Geraldine Fauconberg	enk		Sarah	f
Warner	1808.0	Herbert-Lodge	enk		Warner	m
Hook, Theodore Edward	1808.0	The man of sorrow;	enk		Theodore	m
	1808.0	The Master passion; or, The history of Frederick Beaumont	enk			unknown
Moore, George	1808.0	Tales of the passions	enk		George	m
Sedley, Charles	1808.0	A winter in Dublin	enk		Charles	m
Sedley, Charles, Sir	1808.0	A winter in Dublin: a descriptive tale	enk		Charles	m
St. John, Andrew	1808.0	Tales of former times. Embellished with two elegant engravings	enk		Andrew	m
Hamilton, Elizabeth	1808.0	The cottagers of Glenburnie : a tale for the farmer's ingle-nook	stk		Elizabeth	f
Madame Cottin, (Sophie)	1808.0	Clara : a novel, in two volumes	enk		Sophie	f
Mackenzie, William	1808.0	The academy; or, A picture of youth	enk		William	m
Goldsmith, Oliver	1808.0	The miscellaneous works ... containing The vicar of Wakefield, Citizen of the world, and essays and poems	enk		Oliver	m
Edgeworth, Maria	1809.0	Tales of fashionable life	enk		Maria	f
Edgeworth, Maria	1809.0	Manoeuvring	enk		Maria	f
Edgeworth, Maria	1809.0	Vivian	enk		Maria	f
Porter, Anna Maria	1809.0	Don Sebastian; or, The House of Braganza an historical romance	enk		Anna	f
Porter, Anna Maria	1809.0	Don Sebastian	enk		Anna	f
Morgan	1809.0	Woman	enk		Morgan	m
Carter, Elizabeth	1809.0	A series of letters between Mrs. Elizabeth Carter and Miss Catherine Talbot, from the year 1741 to 1770 : to which are added, Letters from Mrs. Elizabeth Carter to Mrs. Vesey, between the years 1763 and 1787 : published from the original manuscripts in the posession of the Rev. Montagu Pennington	enk	London|England|Publishers' advertisments	Elizabeth	f
pseud. Sketchwell, Barnaby, Sir	1809.0	London characters; or, Fashions and customs, of the present century	enk		Barnaby	m
pseud. Pry, Peter	1809.0	Marmion travestied; a tale of modern times	enk		Peter	m
Defoe, Daniel	1809.0	Life of Colonel Jack	stk		Daniel	m
Defoe, Daniel	1809.0	The adventures of Captain Singleton	stk		Daniel	m
Defoe, Daniel	1809.0	A new voyage round the world	stk		Daniel	m
Edgeworth, Maria	1809.0	Emilie de Coulanges.  The absentee	enk		Maria	f
Moore, Thomas George	1809.0	The bachelor	enk		Thomas	m
Hill, Thomas	1809.0	Marmion travestied	enk		Thomas	m
Kett, Henry	1809.0	Emily, a moral tale, including letters from a father to his daughter, upon the most important subjects	enk		Henry	m
Smollett, T. (Tobias)	1809.0	The miscellaneous works of Tobias Smollett;	enk		Tobias	m
Corp, Harriet	1809.0	A sequel to The antidote to the miseries of human life	enk		Harriet	f
Sketchwell, Barnaby	1809.0	London characters, or, Anecdotes, fashions, and customs, of the present century	enk		Barnaby	m
pseud. Rover, George, Sir	1809.0	Coelebs suited; or the opinions and part of the life of Caleb Coelebs, Esq., a distant relation of the late Charles Coelebs, Esq., deceased	enk		George	m
Cumberland, Richard	1809.0	John de Lancaster.  A novel	enk		Richard	m
Lucas, William	1809.0	The travels of Humanius, in search of the temple of happiness; an allegory	enk		William	m
Bage, Robert	1809.0	Man as he is not; or, Hermsprong, a novel	enk		Robert	m
Defoe, Daniel	1809.0	Memoirs of a cavalier	stk		Daniel	m
Smith, Elizabeth	1809.0	Fragments, in prose and verse:	enk		Elizabeth	f
Francis, Sophia L	1809.0	Angelo Guicciardini, or, The bandit of the Alps	enk		Sophia	f
Kett, Henry	1809.0	Emily	enk		Henry	m
	1809.0	The English brothers; or, Anecdotes of the Howard family	enk			unknown
Cumberland, Richard	1809.0	John de Lancaster	enk		Richard	m
Meeke, Mary	1809.0	Langhton Priory	enk		Mary	f
Peregrine, Peter	1809.0	Matilda Montfort	enk		Peter	m
	1809.0	Modern times, or, Anecdotes of the English family	enk			unknown
Howell, Thomas Bayly	1809.0	Cobbett's complete collection of state trials and proceedings for high treason, and other crimes and misdemeanor from the earliest period to the present time ... from the ninth year of the reign of King Henry, the Second, A.D.1163, to ... [George IV, A.D.1820]	enk		Thomas	m
Newton, John	1809.0	Twenty-one letters : written to a near relative at school	enk		John	m
Madame Cottin, (Sophie)	1809.0	Amelia Mansfield : a novel	enk		Sophie	f
Byron, Medora Gordon	1809.0	Celia in search of a husband	enk		Medora	unknown
Opie, Amelia Alderson	1809.0	Simple tales	enk		Amelia	f
Peele, George	1809.0	Merrie conceited jests, of George Peele gentleman, sometimes student in Oxford	enk		George	m
Crabbe, George	1810.0	The borough : a poem, in twenty-four letters	enk		George	m
Dorat, Claude Joseph	1810.0	Chevalier de Versenai, a novel, translated from the French of Mad. Cottin	enk		Claude	m
	1810.0	Letters of Charlotte	enk			unknown
Stockdale, John Joseph	1810.0	Tales;	enk		John	m
	1810.0	Elegant extracts	enk			unknown
Baxter, Thomas	1810.0	An illustration of the Egyptian, Grecian, and Roman costume; in forty outlines, with descriptions, selected, drawn & engraved	enk		Thomas	m
marquise, Du Deffand, Marie de Vichy Chamrond	1810.0	The unpublished correspondence of Madame du Deffand with d'Alembert, Montesquieu, the President Hénault, the Duchess du Maine, Mesdames de Staal, de Choiseul, the Marquis d'Argens, the Chevalier D'Aydie, &c. : followed by the Letters of Voltaire to Madame du Deffand	enk		Marie	f
	1810.0	Pindar of Wakefield; or, The history and exploits of G.A. Green, fellow champion and competitor with Robin Hood	enk			unknown
Scott, Honoria	1810.0	Amatory tales of Spain, France, Switzerland, and the Mediterranean: containing The fair Andalusian; Rosolia of Palermo; and The Maltese portrait: interspersed with pieces of original poetry	enk		Honoria	f
	1810.0	Cheap repository tracts: entertaining, moral, and religious	enk			unknown
	1810.0	Ballads, songs, &c. Satirical and humorous	enk			unknown
Sterne, Laurence	1810.0	The beauties of Sterne; containing all his pathetic tales, his humorous descriptions, his most distinguished observations on life, and a copious selection from his sermons	enk		Laurence	f
	1810.0	The British novelists; with an essay, and prefaces, biographical and critical by Mrs. Barbauld	enk			unknown
Jones, E. (Evan)	1810.0	The bard, or, The towers of Morven : a legendary tale	enk		Evan	m
	1810.0	The adulteress ; or, anecdotes of two noble families	enk			unknown
Hatton, Ann Julia (Kemble)	1810.0	Cambrian pictures, or, Every one has errors	enk		Kemble	unknown
Palmer, Alicia Tindal	1810.0	The daughters of Isenberg: a Bavarian romance	enk		Alicia	f
Norris	1810.0	Euphronia, or The captive	enk		Norris	m
Cuthbertson, Catherine	1810.0	Forest of Montalbano	enk		Catherine	f
English, John	1810.0	The grey friar, and the black spirit of the Wye	enk		John	m
	1810.0	Madness the rage; or, Memoirs of a man without a name	enk			unknown
Holstein, Anthony Frederick	1810.0	The miseries of an heiress	enk		Anthony	m
Walsh	1810.0	The officer's daughter; or, A visit to Ireland in 1790	enk		Walsh	unknown
Roche, John Hamilton	1810.0	A Suffolk tale;	enk		John	m
Edgeworth, Maria	1810.0	Tales of real life	enk		Maria	f
	1810.0	The daughter	enk			unknown
Sterne, Laurence	1810.0	A sentimental journey through France and Italy. : In two volumes	enk		Laurence	f
Madame Cottin, (Sophie)	1810.0	Malvina	enk		Sophie	f
Madame Cottin, (Sophie)	1810.0	d ed	enk		Sophie	f
	1810.0	The adventures of Cinderella	enk			unknown
	1810.0	The History of little King Pippin	enk			unknown
	1810.0	A New edition of the Old Joe Miller, or, Universal Jester : being a collection of wit and humour : calculated at once to banish care and inspire mirth and delight	enk			unknown
Morgan, (Sydney), Lady	1811.0	The missionary: an Indian tale	enk		Sydney	m
Mason, William	1811.0	Odes. Elegies. Sonnets. Epitaphs and inscriptions. Miscellanies. The English garden. Religio clerici. Hymns. Psalms	enk		William	m
Mason, William	1811.0	Art of painting. Essays on English church music	enk		William	m
Mason, William	1811.0	Sermons	enk		William	m
Defoe, Daniel	1811.0	Memoirs of Captain George Carleton, an English officer; including anecdotes of the war in Spain under the Earl of Peterborough; and many interesting particulars relating to the manners of the Spaniards in the beginning of the last century	enk		Daniel	m
Lawrence, James Henry	1811.0	The empire of the Nairs; or, The rights of women. An Utopian romance	enk		James	m
Addison, Joseph	1811.0	The works of the right honourable Joseph Addison	enk		Joseph	m
prince de, Ligne, Charles Joseph	1811.0	Mémoires du Prince Eugène de Savoie	enk		Ligne	unknown
Disraeli, Isaac	1811.0	Despotism: or, The fall of the Jesuits. A political romance, illustrated by historical anecdotes. $n: 1	enk		Isaac	m
	1811.0	The Arabian nights entertainments	enk			unknown
Card, H. (Henry)	1811.0	Beauford, or, A picture of high life	enk		Henry	m
Hawkins, Laetitia Matilda	1811.0	The countess and Gertrude; or, Modes of discipline	enk		Laetitia	f
Nares, Edward	1811.0	Thinks I-to-myself; a serio-ludicro, tragico-comico tale	enk		Edward	m
Capt. Henderson, (George)	1811.0	Sketches of the manners and customs of the Mosquito Indians, made during a short residence amongst them in the year 1804; preceded by the journal of a voyage to the Mosquito shore	enk		George	m
marquise de, Sévigné, Marie de Rabutin-Chantal	1811.0	Letters of Madame de Sévigné to her daughter and her friends	enk		Marie	f
