docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match
mdp.39015053654904,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1809.0,1809.0,m,1809,1812,London;Printed for J. Johnson;1809-12.,1809-1812,3d ed.|I. Ennui.--II. Almeria. Madame de Fleury. The dun.--III. Manoeuvring.--IV. Vivian.--V. Emilie de Coulanges. The absentee.--VI. The absentee (Cont.),,,,,4890060.0,enk,164867,1,2.0,2.0,v.3,3.0,"Tales of fashionable life, | $c: by Miss Edgeworth.",Manoeuvring,True,Manoeuvring,0.1395202590390752,0.2842698245754248,Maria,f,7.569587628865979,6.724539005207779,23.76691729323308,18.99078523376109,191.68421052631567,1782.4666930484104,0.4,['fiction'],['unknown'],"tales of fashionable life, | $c: by miss edgeworth. manoeuvring manoeuvring",False,True
mdp.39015053654896,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1809.0,1809.0,m,1809,1812,London;Printed for J. Johnson;1809-12.,1809-1812,3d ed.|I. Ennui.--II. Almeria. Madame de Fleury. The dun.--III. Manoeuvring.--IV. Vivian.--V. Emilie de Coulanges. The absentee.--VI. The absentee (Cont.),,,,,4890060.0,enk,164867,1,4.0,4.0,v.4,4.0,"Tales of fashionable life, | $c: by Miss Edgeworth.",Vivian,True,Vivian,0.0545641844045734,0.0478201527662849,Maria,f,8.057569296375267,11.61502266310846,26.09623430962343,20.99492305806971,225.71966527196653,2025.5950526076224,0.7,['fiction'],['unknown'],"tales of fashionable life, | $c: by miss edgeworth. vivian vivian",False,True
uc1.b3325433,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1809.0,1809.0,s,1812,    ,London;Printed for J. Johnson;1812.,1812,v. 1. Ennui.--v. 2. Almeria.  Madame de Fleury.  The dun.--v. 3. Manuvring.--v. 4. Vivian.--v. 5-6. Emilie de Coulanges.  The absentee.,,,,,22873951.0,enk,6131655,2,2.5,2.5,v.6,6.0,Tales of fashionable life / | $c: by Miss Edgeworth.,Emilie de Coulanges.  The absentee,True,Emilie de Coulanges.  The absentee,0.140970503635578,0.0966469888479527,Maria,f,7.233333333333333,6.987222222222223,24.706967213114755,19.879295720236502,195.6352459016393,1308.1907249395322,0.8,['fiction'],['unknown'],tales of fashionable life / | $c: by miss edgeworth. emilie de coulanges.  the absentee emilie de coulanges.  the absentee,False,True
hvd.hwe3la,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1809.0,1809.0,s,1809,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1809.",1809,3d. ed.,,,,,11179816.0,enk,9708808,1,1.75,1.75,v.1,1.0,Simple tales / | $c: by Mrs. Opie.,,True,Simple tales,0.069245148000145,0.0244229507955421,Amelia,f,6.02542372881356,6.973929905199655,22.414835164835164,14.539450247554642,178.0521978021978,1273.5824402246103,0.6,['fiction'],['unknown'],simple tales / | $c: by mrs. opie.  simple tales,False,True
uc2.ark+=13960=t8v983g9r,"Stockdale, John Joseph","Stockdale, John Joseph",,1810.0,1810.0, ,1810,    ,London;1810.,1810,,,,,,20232878.0,enk,7694767,1,1.0,1.0,,,Tales;,,True,Tales;,0.0973189729419786,0.0935442543540498,John,m,4.419689119170984,3.253912856720986,23.706172839506173,17.303789056546258,167.71604938271605,1639.0971498247218,1.5,['unknown'],['unknown'],tales;  tales;,False,True
nnc1.0315302636,"Scott, Honoria","Scott, Honoria",,1810.0,1810.0,s,1810,    ,London;Dick;1810.,1810,,,,,,13316026.0,enk,8402488,2,2.0,2.0,v.2,2.0,"Amatory tales of Spain, France, Switzerland, and the Mediterranean: | containing The fair Andalusian; Rosolia of Palermo; and The Maltese portrait: interspersed with pieces of original poetry.",,True,"Amatory tales of Spain, France, Switzerland, and the Mediterranean: containing The fair Andalusian; Rosolia of Palermo; and The Maltese portrait: interspersed with pieces of original poetry",0.1289317795213211,0.0144374982014664,Honoria,f,6.932773109243698,12.171951133394534,20.780082987551868,20.835453935021786,162.9253112033195,1766.5504381811609,1.8,['fiction'],['unknown'],"amatory tales of spain, france, switzerland, and the mediterranean: | containing the fair andalusian; rosolia of palermo; and the maltese portrait: interspersed with pieces of original poetry.  amatory tales of spain, france, switzerland, and the mediterranean: containing the fair andalusian; rosolia of palermo; and the maltese portrait: interspersed with pieces of original poetry",False,True
nyp.33433076095037,"Sterne, Laurence","Sterne, Laurence",1713-1768.,1810.0,1768.0,s,1810,    ,London;Printed for J. Sharpe;1810.,1810,,,English literature,,,26298671.0,enk,8660696,1,1.0,1.0,,,"The beauties of Sterne; | containing all his pathetic tales, his humorous descriptions, his most distinguished observations on life, and a copious selection from his sermons ...",,False,"The beauties of Sterne; containing all his pathetic tales, his humorous descriptions, his most distinguished observations on life, and a copious selection from his sermons",0.6046748479824843,0.3296666072598652,Laurence,f,10.285714285714286,38.59236002093145,31.465454545454545,26.845170247933886,311.1963636363636,3983.888714049587,2.7,['unknown'],['unknown'],"the beauties of sterne; | containing all his pathetic tales, his humorous descriptions, his most distinguished observations on life, and a copious selection from his sermons ...  the beauties of sterne; containing all his pathetic tales, his humorous descriptions, his most distinguished observations on life, and a copious selection from his sermons",False,True
uiuo.ark+=13960=t3rv15x6h,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1810.0,1810.0,s,1810,    ,London;Printed for Henry Colburn;1810.,1810,,,,,PZ3.E23Tc,11221375.0,enk,8723678,1,1.0,1.0,v.1,1.0,Tales of real life,,True,Tales of real life,0.5360346660872707,0.3781916844028321,Maria,f,10.732673267326732,10.61170473482992,35.09313725490196,18.368776432141487,286.0686274509804,2516.86783929258,1.9,['fiction'],['fiction and juvenile belles lettres'],tales of real life  tales of real life,False,True
hvd.hxg8pq,"Moore, George","Moore, George",fl. 1797-1811.,1811.0,1811.0,s,1811,    ,London;Printed for G. Wilkie and J. Robinson;1811.,1811,,,,,PZ3.M7828T,6936301.0,enk,9708708,1,1.0,1.0,v.2,2.0,"Tales of the passions ... | [The married man; an English tale: in which is attempted an illustration of the passion of jealousy, in its effects on the human mind.] | $c: By George Moore ...",,True,"Tales of the passions ... [The married man; an English tale: in which is attempted an illustration of the passion of jealousy, in its effects on the human mind.]",0.2830251284128218,0.0541120760334245,George,m,6.5064935064935066,3.120087704503289,20.96559139784946,9.73214938143138,182.84086021505377,1034.1166100127182,1.6,['fiction'],['fiction and juvenile belles lettres'],"tales of the passions ... | [the married man; an english tale: in which is attempted an illustration of the passion of jealousy, in its effects on the human mind.] | $c: by george moore ...  tales of the passions ... [the married man; an english tale: in which is attempted an illustration of the passion of jealousy, in its effects on the human mind.]",False,True
uiuo.ark+=13960=t9f485w89,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1812.0,1812.0,s,1812,    ,London;Printed for J. Johnson;1812.,1812,,,,,,22873951.0,enk,6131655,1,1.0,1.0,v.1,1.0,Tales of fashionable life,Ennui,True,Ennui,0.1225336735967843,0.0917446088844884,Maria,f,8.389548693586699,9.686731625301144,29.389150943396228,25.987712486650054,228.2264150943396,1833.250622997508,1.5,['fiction'],['unknown'],tales of fashionable life ennui ennui,False,True
uiuo.ark+=13960=t9668zn86,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1812.0,1812.0,s,1812,    ,London;Printed for J. Johnson;1812.,1812,,,,,,22873951.0,enk,6131655,1,1.0,1.0,v.2,2.0,Tales of fashionable life,Almeria.  Madame de Fleury.  The dun,True,Almeria.  Madame de Fleury.  The dun,0.1792032709794456,0.0370373125402934,Maria,f,7.005181347150259,6.642460200273832,27.132653061224488,18.7170970428988,189.6658163265306,1379.7123008642236,2.0,['fiction'],['unknown'],tales of fashionable life almeria.  madame de fleury.  the dun almeria.  madame de fleury.  the dun,False,True
uiuo.ark+=13960=t7jq1gs3v,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1812.0,1812.0,s,1812,    ,London;Printed for J. Johnson;1812.,1812,,,,,,22873951.0,enk,6131655,1,2.5,2.5,v.5,5.0,Tales of fashionable life,Emilie de Coulanges.  The absentee,True,Emilie de Coulanges.  The absentee,0.0,0.0,Maria,f,6.926208651399491,6.933486134581642,28.843037974683543,14.12219836564653,200.6126582278481,676.7537638199005,2.2,['fiction'],['unknown'],tales of fashionable life emilie de coulanges.  the absentee emilie de coulanges.  the absentee,False,True
nyp.33433069632945,"Weber, Henry","Weber, Henry",1783-1816,1812.0,1812.0,s,1812,    ,"Edinburgh;J. Ballantyne and company; [etc., etc.;1812.",1812,"v. 1. Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte]--v. 2. Continuation of the New Arabian nights. Persian tales [from the translation of F. Pétis de la Croix] Persion tales of Inatulla of Delhi [tr. by A. Dow] Oriental tales [by A.C.P., comte de Caylus. The history of Nourjahad [by Mrs. Frances Sheridan] Additional tales from the Arabian nights.--v. 3. Mogul tales [by T.S. Gueulette] Turkish tale",,"Tales, Oriental",,PZ1.W39T,3132118.0,stk,8693201,1,1.0,1.0,v. 1,1.0,"Tales of the East : | comprising the most popular romances of oriental origin; and the best imitations by European authors: with new translations, and additional tales, never before published. To which is prefixed an introductory dissertation ... / | $c: by Henry Weber.",Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte,True,Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte,0.3428757682142375,0.3185931507014906,Henry,m,31.786219081272083,64.90659453857583,122.75571177504392,256.6802178149931,1143.9191564147627,28742.08836765392,1.7,['fiction'],['fiction and juvenile belles lettres'],"tales of the east : | comprising the most popular romances of oriental origin; and the best imitations by european authors: with new translations, and additional tales, never before published. to which is prefixed an introductory dissertation ... / | $c: by henry weber. arabian nights' entertainments [from the french version of a. galland] new arabian nights [from the french version of d. chavis and j. cazotte arabian nights' entertainments [from the french version of a. galland] new arabian nights [from the french version of d. chavis and j. cazotte",False,True
nyp.33433069632952,"Weber, Henry","Weber, Henry",1783-1816,1812.0,1812.0,s,1812,    ,"Edinburgh;J. Ballantyne and company; [etc., etc.;1812.",1812,"v. 1. Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte]--v. 2. Continuation of the New Arabian nights. Persian tales [from the translation of F. Pétis de la Croix] Persion tales of Inatulla of Delhi [tr. by A. Dow] Oriental tales [by A.C.P., comte de Caylus. The history of Nourjahad [by Mrs. Frances Sheridan] Additional tales from the Arabian nights.--v. 3. Mogul tales [by T.S. Gueulette] Turkish tale",,"Tales, Oriental",,PZ1.W39T,3132118.0,stk,8693201,1,1.0,1.0,v. 2,2.0,"Tales of the East : | comprising the most popular romances of oriental origin; and the best imitations by European authors: with new translations, and additional tales, never before published. To which is prefixed an introductory dissertation ... / | $c: by Henry Weber.","Continuation of the New Arabian nights. Persian tales [from the translation of F. Pétis de la Croix] Persion tales of Inatulla of Delhi [tr. by A. Dow] Oriental tales [by A.C.P., comte de Caylus. The history of Nourjahad [by Mrs. Frances Sheridan] Additional tales from the Arabian nights",True,"Continuation of the New Arabian nights. Persian tales [from the translation of F. Pétis de la Croix] Persion tales of Inatulla of Delhi [tr. by A. Dow] Oriental tales [by A.C.P., comte de Caylus. The history of Nourjahad [by Mrs. Frances Sheridan] Additional tales from the Arabian nights",0.3686762644191526,0.0746368206737788,Henry,m,39.37061118335501,88.26706867717012,108.48711340206184,327.7137514613668,1074.7719072164948,21950.624520073867,3.8,['fiction'],['fiction and juvenile belles lettres'],"tales of the east : | comprising the most popular romances of oriental origin; and the best imitations by european authors: with new translations, and additional tales, never before published. to which is prefixed an introductory dissertation ... / | $c: by henry weber. continuation of the new arabian nights. persian tales [from the translation of f. pétis de la croix] persion tales of inatulla of delhi [tr. by a. dow] oriental tales [by a.c.p., comte de caylus. the history of nourjahad [by mrs. frances sheridan] additional tales from the arabian nights continuation of the new arabian nights. persian tales [from the translation of f. pétis de la croix] persion tales of inatulla of delhi [tr. by a. dow] oriental tales [by a.c.p., comte de caylus. the history of nourjahad [by mrs. frances sheridan] additional tales from the arabian nights",False,True
nyp.33433069632960,"Weber, Henry","Weber, Henry",1783-1816,1812.0,1812.0,s,1812,    ,"Edinburgh;J. Ballantyne and company; [etc., etc.;1812.",1812,"v. 1. Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte]--v. 2. Continuation of the New Arabian nights. Persian tales [from the translation of F. Pétis de la Croix] Persion tales of Inatulla of Delhi [tr. by A. Dow] Oriental tales [by A.C.P., comte de Caylus. The history of Nourjahad [by Mrs. Frances Sheridan] Additional tales from the Arabian nights.--v. 3. Mogul tales [by T.S. Gueulette] Turkish tale",,"Tales, Oriental",,PZ1.W39T,3132118.0,stk,8693201,1,1.0,1.0,v. 3,3.0,"Tales of the East : | comprising the most popular romances of oriental origin; and the best imitations by European authors: with new translations, and additional tales, never before published. To which is prefixed an introductory dissertation ... / | $c: by Henry Weber.",Mogul tales [by T.S. Gueulette] Turkish tale,True,Mogul tales [by T.S. Gueulette] Turkish tale,0.3701367745243014,0.1158986175566077,Henry,m,29.68686868686869,90.3463932251811,113.74534161490683,893.076764013734,1017.5627329192548,57101.128052158485,1.8,['fiction'],['fiction and juvenile belles lettres'],"tales of the east : | comprising the most popular romances of oriental origin; and the best imitations by european authors: with new translations, and additional tales, never before published. to which is prefixed an introductory dissertation ... / | $c: by henry weber. mogul tales [by t.s. gueulette] turkish tale mogul tales [by t.s. gueulette] turkish tale",False,True
njp.32101077790861,"Weber, Henry William","Weber, Henry William",1783-1816.,1812.0,1812.0,s,1812,    ,Edinburgh;J. Ballantyne and company;1812,1812,"v. 1. Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte]--v. 2. Continuation of the New Arabian nights. Persian tales [from the translation of F. Pétis de la Croix] Persian tales of Inatulla of Delhi [tr. by A. Dow] Oriental tales [by A. C. P., comte de Caylus] The history of Nourjahad [by Mrs. Frances Sheridan] Additional tales from the Arabian nights.--v. 3. Mogul tales [by T. S. Gueulette] Turkish ta",,"Tales, Oriental|Translations into English",,PZ1.W39T3,238639239.0,stk,9036013,1,1.0,1.0,vol.1,1.0,"Tales of the East: | comprising the most popular romances of oriental origin; and the best imitations by European authors: with new translations, and additional tales, never before published. To which is prefixed an introductory dissertation .../ | $c: by Henry Weber.",Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte,True,Arabian nights' entertainments [from the French version of A. Galland] New Arabian nights [from the French version of D. Chavis and J. Cazotte,0.3530502902482665,0.6903444848409284,Henry,m,29.8704,90.11920384,106.63174603174603,788.5564525069287,1077.190476190476,67607.11292517006,5.3,['unknown'],['fiction and juvenile belles lettres'],"tales of the east: | comprising the most popular romances of oriental origin; and the best imitations by european authors: with new translations, and additional tales, never before published. to which is prefixed an introductory dissertation .../ | $c: by henry weber. arabian nights' entertainments [from the french version of a. galland] new arabian nights [from the french version of d. chavis and j. cazotte arabian nights' entertainments [from the french version of a. galland] new arabian nights [from the french version of d. chavis and j. cazotte",False,True
