docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
njp.32101076879376,"Sterne, Laurence","Sterne, Laurence",1713-1768.,1790.0,1768.0,s,1790,    ,London;Printed for the proprietors;1790.,1790,"v. I-III. The life and opinions of Tristram Shandy, gentleman.--v. III. A political romance, addressed to --- ----, esq., of York.--v. IV. A sentimental journey through France and Italy.--v. V. The Koran.--v. VI. Letters of the late Laurence Sterne to his most intimate friends, with a fragment in the manner of Rabelais.--v. VII-VIII. Sermons.",,,,,6928485.0,enk,8958605,1,1.0,1.0,vol. 1,1.0,The works of Laurence Sterne : | complete in eight volumes.,,True,The works of Laurence Sterne : complete in eight volumes,0.3593651725233566,0.1027280947184654,Laurence,f,10.976047904191615,35.37667180608842,29.216763005780347,36.98480570683952,277.3554913294798,4507.547036319289,1.3,['unknown'],['unknown']
njp.32101071963480,"Rousseau, Jean-Jacques","Rousseau, Jean-Jacques",1712-1778.,1790.0,1778.0,s,1790,    ,"London;Printed for G.G.J. and J. Robinson, and J. Bew;1790.",1790,,,"1712-1778|Correspondence|Rousseau, Jean-Jacques",,,16894767.0,enk,8980647,1,1.0,1.0,vol. 1,1.0,"The confessions of J.J. Rousseau, citizen of Geneva : | part the second ; to which is added, a new collection of letters from the author ; translated from the French.",,True,"The confessions of J.J. Rousseau, citizen of Geneva : part the second ; to which is added, a new collection of letters from the author ; translated from the French",0.6971490928414618,0.2222466188446428,Jean,m,8.668903803131991,7.380308194325582,26.61915367483296,7.193486143421907,230.5567928730512,914.5808502934012,1.8,['unknown'],['unknown']
njp.32101074629542,"Lavallée, Joseph","Lavallée, Joseph",1747-1816.,1790.0,1790.0,s,1790,    ,London;Printed for the author;1790.,1790,,,,,,43079743.0,enk,9023042,1,1.0,1.0,vol.1,1.0,"The negro equalled by few Europeans; | $c: tr. from the French. To which are added, Poems on various subjects, moral and entertaining, by J. Trapp ...",,True,The negro equalled by few Europeans;,0.216788284389563,0.0352492703254875,Joseph,m,11.0,18.63519313304721,31.702928870292887,44.493338702053535,275.5732217573222,4661.332504683041,1.4,['unknown'],['unknown']
hvd.hn2u4x,"Keate, George","Keate, George",1729-1797.,1790.0,1790.0,s,1790,    ,London;J. Dodsley;1790.,1790,4th ed.,,,Margate (England),,1452965.0,enk,9712096,1,2.0,2.0,v.2,2.0,"Sketches from nature; | taken, and coloured, in a journey to Margate. Published from the original designs / | $c: by George Keate.",,True,"Sketches from nature; taken, and coloured, in a journey to Margate. Published from the original designs",0.2286608797650275,0.301989600800341,George,m,4.663677130044843,3.900339841943333,21.521929824561404,17.00390504770699,151.32456140350877,1252.0964142813173,2.1,['unknown'],['unknown']
wu.89044718898,"baron de, Lesseps, Jean-Baptiste-Barthélemy","baron de, Lesseps, Jean-Baptiste-Barthélemy",1766-1834.,1790.0,1790.0,s,1790,    ,London;Printed for J. Johnson;1790.,1790,,,Description and travel,Kamchatka Peninsula (Russia),,13624280.0,enk,9885985,1,1.0,1.0,2,2.0,"Travels in Kamtschatka, during the years 1787 and 1788, | $c: translated from the French.",,True,"Travels in Kamtschatka, during the years 1787 and 1788",0.9421617260676513,0.185697149907659,Jean,m,7.270886075949367,4.020291619932703,25.17560975609756,168.44233194527067,174.75121951219512,1072.596644854253,5.2,['unknown'],['unknown']
mdp.39015033367668,"Reeve, Clara","Reeve, Clara",1729-1807.,1791.0,1791.0,s,1791,    ,London;Printed for T. Hookham [etc.;1791.,1791,,,,,PR3658.R5S3,7082998.0,enk,326939,1,1.0,1.0,v.1,1.0,The school for widows. | A novel ... | $c: By Clara Reeve.,,True,The school for widows. A novel,0.4549522320211186,0.3639480119155405,Clara,f,10.113475177304965,8.703435440873196,22.17957746478873,7.013526582027375,178.5281690140845,757.6576572108709,2.1,['fiction'],['english literature']
uc2.ark+=13960=t1mg7h137,,,,1791.0,1791.0, ,1791,    ,Norwich;Crouse and Stevenson;1791.,1791,,,,,,29095773.0,enk,7677434,1,1.0,1.0,,,"The wonder working water-mill displayed with its apparatus, appurtenances, appendages, and operations, or, The mill to grind old people young",,True,"The wonder working water-mill displayed with its apparatus, appurtenances, appendages, and operations, or, The mill to grind old people young",0.4925260804332098,0.5152703125460154,,unknown,4.66,8.797733333333333,32.5,18.516666666666666,227.54,2104.035066666667,2.3,['unknown'],['unknown']
nyp.33433076093644,"Shenstone, William","Shenstone, William",1714-1763.,1791.0,1763.0,s,1791,    ,London;J.Dodsley;1791.,1791,"6th ed.|--I. Elegies on several occasions.  Odes, songs, ballads, &c. Levities, or pieces of humour.  Moral pieces.--II. Essays on men and manners.  A description of Leasowes, the seat of the late William Shenstone, esq; by R. Dodsley.  Verses to Mr. Shenstone.--III. Letters to particular friends from the year 1739 to 1763.",,,,PR3677.A1 1791,4221256.0,enk,7692082,1,1.0,1.0,v. 3,3.0,"The works in verse and prose, of William Shenstone ...",,False,"The works in verse and prose, of William Shenstone",0.9220268611924464,0.0516346009699782,William,m,12.997237569060774,47.04695369494216,27.917582417582416,10.020679869580968,275.9065934065934,2312.551714768748,2.0,['fiction'],['english literature']
nyp.33433074911466,"Smith, Charlotte Turner","Smith, Charlotte Turner",1749-1806.,1791.0,1791.0,s,1791,    ,London;Printed for T. Cadell;1791.,1791,Second edition.,,English fiction,,,7075710.0,enk,8663650,1,1.0,1.0,v. 1,1.0,Celestina. | A novel ... | $c: By Charlotte Smith ...,,True,Celestina. A novel,0.0479982980953683,0.1441633463104484,Charlotte,f,6.192028985507246,10.814574144087375,23.43859649122807,26.49184364419822,184.7859649122807,2158.4489258233302,0.6,['fiction'],['unknown']
nyp.33433074918859,"Adams, John","Adams, John",1750?-1814.,1791.0,1791.0,s,1791,    ,London;G. Kearsley;1791.,1791,,,English fiction,,,37208625.0,enk,8667228,1,1.0,1.0,,,"Elegant tales, histories, and epistles of a moral tendency; | on love, friendship, matrimony, conjugal felicity, jealousy, constancy, magnanimity, cheerfulness, and other important subjects, | $c: by the author of Woman; or, Historical sketches of the fair sex ...",,True,"Elegant tales, histories, and epistles of a moral tendency; on love, friendship, matrimony, conjugal felicity, jealousy, constancy, magnanimity, cheerfulness, and other important subjects",0.373850361843535,0.1190609898621482,John,m,10.46530612244898,21.746755518533945,29.726166328600407,17.902702747182666,268.7870182555781,2116.114882184251,2.3,['fiction'],['unknown']
nyp.33433075736912,"Gessner, Salomon","Gessner, Salomon",1730-1788.,1791.0,1788.0,s,1791,    ,London;Printed for T. Martin [etc.;1791.,1791,The twelfth edition.,,Swiss-German fiction|Cain,,,37493818.0,enk,8673247,1,1.0,1.0,,,The death of Abel. | In five books. | $c: Attempted from the German of Mr. Gessner.,,True,The death of Abel. In five books,0.5161920175771798,0.2057253647293294,Salomon,m,17.821192052980134,35.51107407569843,33.318471337579616,57.54188810905108,316.37579617834393,7044.744127550814,1.6,['fiction'],['unknown']
nyp.33433075819957,"Frere, B. (Benjamin)","Frere, B. (Benjamin)",,1791.0,1791.0,s,1791,    ,"Herfford;W.H. Parker [etc., etc.;1791.",1791,,,,,,37601531.0,enk,8675437,1,1.0,1.0,,,"The modern hero, | in the kingdom of Cathai. In the year 90000. | $c: Translated from the French of Mr. B. Frere, de Cherensi ...",,True,"The modern hero, in the kingdom of Cathai. In the year 90000",0.5073057760837976,0.1128283020892893,Benjamin,m,4.702020202020202,5.229389858177738,17.352657004830917,28.89495670844127,107.68115942028986,1229.521529090527,0.6,['fiction'],['unknown']
yale.39002032471428,"Carter, George","Carter, George",1737-1794.,1791.0,1791.0,s,1791,    ,"London;Printed at the Minerva Press, for J. Murray, Fleet-Street, and William Lane, Leadenhall-Street;1791.",1791,,,Description and travel|Xhosa (African people)|Grosvenor (Ship),Kaffraria,,27791665.0,enk,8687041,1,1.0,1.0,,,"A narrative of the loss of the Grosvenor East Indiaman : | which was unfortunately wrecked upon the coast of Caffraria, somewhere between the 27th and 32d degrees of southern latitude, on the 4th of August, 1782 / | $c: compiled from the examination of John Hynes, one of the unfortunate survivors ; By Mr. George Carter, historical portrait painter ... ; Containing a variety of matter respecting the sufferers ... ; with copper plates descriptive of the catastrophe, engraved from Mr. Carter's des",,True,"A narrative of the loss of the Grosvenor East Indiaman : which was unfortunately wrecked upon the coast of Caffraria, somewhere between the 27th and 32d degrees of southern latitude, on the 4th of August, 1782",0.9054088601688076,0.3791081720714077,George,m,6.418079096045198,7.418430208433081,22.06741573033708,21.92803938896604,175.41011235955057,2485.6913584143417,1.9,['unknown'],['unknown']
nyp.33433074913348,"Mrs., Inchbald","Inchbald, Mrs",1753-1821.,1791.0,1791.0,s,1791,    ,London;G. G. J. and J. Robinson;1791.,1791,,,,,,6821342.0,enk,8688954,1,1.0,1.0,v. 1,1.0,A simple story. | In four volumes. | $c: By Mrs. Inchbald.,,True,A simple story. In four volumes,0.1183633104924371,0.0579817136190064,Mrs,unknown,7.975206611570248,24.97459189946042,19.804878048780488,18.97818758675392,151.890243902439,1719.5773844933567,1.8,['fiction'],['unknown']
nyp.33433075814867,Florian,Florian,1755-1794.,1791.0,1791.0,s,1791,    ,London;Barker;1791.,1791,,,,,,37601466.0,enk,8691557,1,1.0,1.0,v. 1-2,1.0,Stella. | $c: Trans. from the French by ... Elizabeth Morgan.,,True,Stella,0.5599474146492057,0.3983937011230398,Florian,m,6.013333333333334,6.526488888888889,19.094155844155843,21.306069741946366,150.47402597402598,2515.1649097655595,1.5,['unknown'],['unknown']
njp.32101066479765,"Combe, William","Combe, William",1742-1823.,1791.0,1791.0,s,1791,    ,"London;Printed at the Logographic Press, and sold by J. Walter ... and the principal booksellers in town and country;1791.",1791,The third edition.,,,,,654829907.0,enk,8929179,1,2.0,1.0,v.1-2,1.0,The devil upon two sticks in England : | being a continuation of Le diable boiteux of Le Sage.,,True,The devil upon two sticks in England : being a continuation of Le diable boiteux of Le Sage,0.4681734718838014,0.0118161999924999,William,m,5.938689217758985,4.784824497494737,23.418891170431213,15.068883370086311,189.9199178644764,1529.7861946544444,0.9,['unknown'],['unknown']
mdp.39015024477674,"Mrs. Gunning, (Susannah)","Gunning, (Susannah), Mrs",1740?-1800.,1792.0,1792.0,s,1792,    ,London;Printed for W. Lane;1792.,1792,,,,,,23625306.0,enk,245027,1,1.0,1.0,v.1,1.0,Anecdotes of the Delborough family. | A novel ... | $c: By Mrs. Gunning.,,True,Anecdotes of the Delborough family. A novel,0.0350568344873572,0.0132752346490488,Susannah,f,4.91358024691358,6.5727785398567296,20.637450199203187,28.69325883716132,163.29482071713147,2413.6102919001287,0.9,['fiction'],['unknown']
mdp.39015004743731,"Knight, Ellis Cornelia","Knight, Ellis Cornelia",1757-1837.,1792.0,1792.0,s,1792,    ,London;Printed for C. Dilly;1792.,1792,The second edition.,,,,,8945745.0,enk,537504,1,1.0,1.0,,,"Dinarbas; | a tale: being a continuation of Rasselas, prince of Abissinia ...",,True,"Dinarbas; a tale: being a continuation of Rasselas, prince of Abissinia",0.5841972727186601,0.3448593992844561,Ellis,m,6.828488372093023,30.22349073823688,19.15580736543909,20.19385437648966,144.0169971671388,1665.5181246940429,1.2,['fiction'],['unknown']
mdp.39015063950276,"Radcliffe, Ann Ward","Radcliffe, Ann Ward",1764-1823.,1792.0,1792.0,s,1792,    ,London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.,"<unparsed=""M.DCC.XCII"">",The 2d ed.,,English fiction,,PR5202.R7 1792,5059489.0,enk,781764,1,8.0,3.0,v.1,1.0,The romance of the forest: | interspersed with some pieces of poetry ... | $c: By Ann Radcliffe.,,True,The romance of the forest: interspersed with some pieces of poetry,0.1051077755551861,0.0158387230854677,Ann,f,7.551971326164875,6.311815110288923,24.151943462897528,16.701294809524406,189.4452296819788,1528.3600744172109,1.6,['fiction'],['english literature']
mdp.39015063950284,"Radcliffe, Ann Ward","Radcliffe, Ann Ward",1764-1823.,1792.0,1792.0,s,1792,    ,London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.,"<unparsed=""M.DCC.XCII"">",The 2d ed.,,,,PR5202.R7 1792,5059489.0,enk,781764,1,1.0,1.0,v.2,2.0,The romance of the forest: | interspersed with some pieces of poetry ... | $c: By Ann Radcliffe.,d ed,True,d ed,0.0684003864216934,0.1062425411783404,Ann,f,7.510135135135135,6.844491873630387,25.75247524752476,185.6119988236448,194.84158415841583,2957.882495180211,0.6,['fiction'],['english literature']
mdp.39015078568303,"Dibdin, Charles","Dibdin, Charles",1745-1814.,1792.0,1792.0,s,1792,    ,London;Printed for C. Dibdin;1796,1796,,,"Voyages, Imaginary",,PZ3.D545H,36869223.0,enk,1023532,1,1.0,1.0,v.1,1.0,"Hannah Hewit; | or, The female Crusoe. Being the history of a woman ... who ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. | $c: Supposed to be written by herself.",,True,"Hannah Hewit; or, The female Crusoe. Being the history of a woman ... who ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas",0.6335347238409798,0.3916033037630758,Charles,m,5.845188284518828,7.034610738607517,21.14814814814815,20.24965706447188,182.08641975308643,2313.3546715439725,1.8,['unknown'],['fiction and juvenile belles lettres']
inu.39000003249765,"Bage, Robert","Bage, Robert",1728-1801.,1792.0,1792.0,s,1792,    ,London;Printed for W. Lane at the Minerva Press;1792.,1792,,,,,,2404690.0,enk,6058464,1,1.0,1.0,v.1,1.0,Man as he is : | a novel / | $c: [by Robert Bage],,True,Man as he is : a novel,0.2598972756442619,0.1503091576127506,Robert,m,8.168831168831169,10.2701973351324,24.015923566878985,29.308663637470072,170.20700636942675,1505.2278489999594,1.7,['fiction'],['unknown']
uc2.ark+=13960=t9t14wb76,,,,1792.0,1792.0,s,1792,    ,Edinburgh;Printed for G. Mudie [etc.] 1792.,1792,,,,,,4734602.0,enk,7685342,1,1.0,1.0,v.2,2.0,Arabian tales;,,True,Arabian tales;,0.3275285661046669,0.4846030146598697,,unknown,11.2375296912114,12.41863902821582,33.95764705882353,16.214676816608996,262.6635294117647,1303.2585522491352,1.8,['fiction'],['unknown']
njp.32101048392763,,,,1792.0,1792.0,s,1792,    ,Edinburgh;G. Mudie;1792.,1792,,,,,,4429493.0,stk,8896436,1,1.0,1.0,v.1,1.0,"Arabian tales : | being a continuation of the Arabian nights entertainments, consisting of one thousand and one stories / | $c: tr. from the  Arabian manuscript into French, by Chavis and Cazotte, and now tr. into English from the last French edition.",,True,"Arabian tales : being a continuation of the Arabian nights entertainments, consisting of one thousand and one stories",0.2025917691489518,0.0596755003078886,,unknown,11.065104166666666,9.665032280815971,29.668367346938776,25.6247136609746,258.40561224489795,2756.690070543524,1.3,['unknown'],['unknown']
hvd.hw2fxw,"Goldsmith, Oliver","Goldsmith, Oliver",ca. 1730-1774.,1792.0,1774.0,s,1792,    ,Edinburgh;Printed for Geo. Mudie;1792.,1792,,,,,,17828456.0,stk,9711436,1,1.0,1.0,v.3,3.0,"The miscellaneous works of Dr. Goldsmith : | in four volumes, containing the Citizen of the World, The Vicar of Wakefield, essays, poems and plays.",,True,"The miscellaneous works of Dr. Goldsmith : in four volumes, containing the Citizen of the World, The Vicar of Wakefield, essays, poems and plays",0.2252573845133653,0.2115304627581807,Oliver,m,12.884375,18.171005859375,35.05487804878049,62.301866448542526,370.0213414634146,10289.112349419987,1.4,['unknown'],['unknown']
hvd.hn37v1,"Thomson, James","Thomson, James",b.1735?,1792.0,1792.0,s,1792,    ,London;printed for J. Sewell;1792.,1792,"2d ed., corrected.",,,,,79237804.0,enk,9715274,1,1.0,1.0,v.2,2.0,"The denial, or The happy retreat; | a novel.",,True,"The denial, or The happy retreat; a novel",0.0844747145427709,0.1090461058099822,James,m,15.690217391304348,27.898599952741016,31.86631016042781,28.06234093053848,314.4866310160428,4430.677628756899,2.2,['unknown'],['unknown']
mdp.39015031644233,,,,1793.0,1793.0,s,1793,    ,London;Printed for Hookham & Carpenter;1793.,1793,,,,,PZ3.M6675,23628563.0,enk,450124,1,1.0,1.0,ser.2 no.2666/v.1 1793,2.0,"The Minstrel; | or, Anecdotes of distinguished personages in the fifteenth century [a novel]",,True,"The Minstrel; or, Anecdotes of distinguished personages in the fifteenth century [a novel]",0.2497201244868522,0.0401824614751409,,unknown,5.547140649149923,5.774825672644401,23.69724770642202,12.14993126280055,176.86544342507645,1190.370273733038,1.4,['fiction'],['fiction and juvenile belles lettres']
mdp.39015063950128,"Radcliffe, Ann Ward","Radcliffe, Ann Ward",1764-1823.,1793.0,1793.0,s,1793,    ,London;Hookham and Carpenter;1793.,1793,,,Scotland|1057-1603|History|Man-woman relationships|Clans|Highlands,,PZ3.R116C 2,13310899.0,enk,781712,1,3.0,1.0,,,The castles of Athlin and Dunbayne. | A Highland story ...,,True,The castles of Athlin and Dunbayne. A Highland story,0.0115607352418429,0.0502180464657346,Ann,f,6.3992932862190814,4.5013422567393775,24.44561403508772,13.468094798399504,174.3298245614035,990.3964789165896,1.5,['fiction'],['fiction and juvenile belles lettres']
mdp.39015065998067,"Moore, W. (Wilson)","Moore, W. (Wilson)",1949-,1793.0,1793.0,m,1793,1794,London;Published for the author by T. Cadell;1793-94.,1793-1794,,,Description and travel,Italy|Netherlands|France,,23639138.0,enk,811348,1,1.0,1.0,v.1,1.0,"A ramble through Holland, France, and Italy. | $c: By W. Moore.",,True,"A ramble through Holland, France, and Italy",0.8049014327084107,0.0032071409269774,Wilson,m,5.138613861386139,16.667254844296313,20.19032258064516,45.625067637877216,145.8967741935484,1655.8732154006243,1.7,['unknown'],['unknown']
mdp.39015027523300,Talisīn-al-Dīn,Talisīn-al-Dīn,,1793.0,1793.0,s,1793,    ,London;T. Cadell;1793.,1793,,,,,PK 2095 T14L89 1793,23621009.0,enk,1058647,1,1.0,1.0,,,The loves of Cámarúpa and Cámalatà : | an ancient Indian tale : elucidating the customs and manners of the Orientals : in a series of adventures of Rajah Cámarúpa and his companions / | $c: translated from the Persian by William Franklin.,,True,The loves of Cámarúpa and Cámalatà : an ancient Indian tale : elucidating the customs and manners of the Orientals : in a series of adventures of Rajah Cámarúpa and his companions,0.5535198766551244,0.5260767692553453,Talisn,unknown,4.301038062283737,4.791729026232924,18.399317406143343,7.366142878775525,113.90443686006826,607.2673181982319,2.6,['unknown'],['unknown']
mdp.39015038670421,"Newton, John","Newton, John",1725-1807.,1793.0,1793.0,s,1793,    ,London;Printed for J. Johnson;1793.,1793,"v.1. Written during three voyages to Africa from 1750 to 1754.--v.II. Written in England, from 1755 to 1785.",,"d. 1790|Newton, Mary (Catlett)|Mrs",,,169394.0,enk,1959800,1,1.0,1.0,v.1,1.0,"Letters to a wife, | $c: by the author of Cardiphonia ...",,True,,0.9897444878165358,0.7378410464518941,John,m,8.063063063063064,6.935962990017044,22.63582089552239,8.947970594787257,195.2388059701493,982.4802851414568,2.2,['unknown'],['unknown']
uc2.ark+=13960=t8pc2z66x,"Sterne, Laurence","Sterne, Laurence",1713-1768.,1793.0,1768.0, ,1793,    ,London;Printed for J. Dodsley [etc.;1793.,1793,,,,,,4536548.0,enk,7694761,1,1.0,1.0,v.2,2.0,The works of Laurence Sterne,,True,The works of Laurence Sterne,0.3995204964628485,0.2033985139851688,Laurence,f,6.466666666666667,21.161169590643272,33.22295081967213,43.60275194840096,191.70491803278688,1935.303090567052,2.0,['unknown'],['unknown']
nyp.33433069322661,"Twiss, Richard","Twiss, Richard",1747-1821.,1793.0,1793.0,s,1793,    ,"London;Printed at the Minerva Press, and Sold by William Lane ..., and by Mrs. Harlow ...;1793.",1793,,,1789-1793|Great Britain|Women publishers|Description and travel|18th century|Early works to 1800|History,Paris (France)|France,,7111539.0,enk,8615011,1,1.0,1.0,,,"A trip to Paris in July and August, 1792.",,True,"A trip to Paris in July and August, 1792",0.9998673157866808,0.8950347904904591,Richard,m,6.917293233082707,13.263836282435411,23.442857142857143,72.67530612244897,191.52142857142857,3408.5352551020405,1.6,['fiction'],['unknown']
nyp.33433074931506,,,,1793.0,1793.0,s,1793,    ,London;C. and G. Kearsley;1793.,1793,,,Wit and humor,,,32399529.0,enk,8637164,1,1.0,1.0,,,"The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters; | $c: procured and selected by G--- K---, summer resident at Windsor.",,True,"The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters;",0.8617990460781128,0.1745057508078536,,unknown,8.459770114942529,9.627691901175847,29.51363636363636,25.908904958677685,233.6590909090909,1950.4519628099167,0.9,['unknown'],['unknown']
nyp.33433082412309,"Countess of, Strathmore, Mary Eleanor Bowes","Countess of, Strathmore, Mary Eleanor Bowes",1749-1800.,1793.0,1793.0,s,1793,    ,London;Printed for W. Locke;1793.,1793,,,Cases|Divorce,,,4770210.0,enk,8640605,1,1.0,1.0,,,"The confessions of the Countess of Strathmore; | $c: written by herself. Carefully copied from the original, lodged in Doctor's Commons ...",,True,The confessions of the Countess of Strathmore;,0.9541387040688524,0.0150939224559343,Mary,f,4.357142857142857,6.413265306122447,20.15686274509804,19.30872741253363,162.1078431372549,1693.2138600538258,2.0,['unknown'],['unknown']
nyp.33433074911789,"Mrs. Pilkington, (Mary)","Pilkington, (Mary), Mrs",1766-1839.,1793.0,1793.0,s,1793,    ,London;W. Lane;1793.,1793,,,,,PZ3.R7311,6972304.0,enk,8663615,1,1.0,1.0,v. 1,1.0,Rosina: | a novel ... | $c: By the author of Delia.,,True,Rosina: a novel,0.1045336707741877,0.0988983668931464,Mary,f,9.664233576642337,40.07704193084341,24.25089605734767,18.36715869528912,223.6129032258065,2301.298184761244,1.5,['fiction'],['fiction and juvenile belles lettres']
nyp.33433075733406,"Freiherr von, Kneigge, Adolf Franz Friedrich Ludwig","Freiherr von, Kneigge, Adolf Franz Friedrich Ludwig",1752-1798.,1793.0,1793.0,s,1793,    ,London;Printed for G. and G. Kearsley;1793.,1793,,,German fiction,,,3920927.0,enk,8669981,1,1.0,1.0,v. 2,2.0,The German Gil Blas; | or The adventures of Peter Claus. | $c: Translated from the German of Baron Kuiegge.,,True,The German Gil Blas; or The adventures of Peter Claus,0.7030832171422396,0.3724736271140027,Adolf,m,6.392,5.3983360000000005,19.2568093385214,14.23755090917349,148.0544747081712,1207.6157095489712,1.2,['fiction'],['unknown']
nyp.33433088073691,,,,1793.0,1793.0,s,1793,    ,"London;Printed for John Stockdale, Piccadilly;1793.",1793,,,Aesop|Fables,,,24036316.0,enk,8681865,1,1.0,1.0,v. 1,1.0,The fables of AEsop : | with a life of the author : and embellished with one hundred & twelve plates.,,True,The fables of AEsop : with a life of the author : and embellished with one hundred & twelve plates,0.902972439552745,0.9642032662921716,,unknown,5.745689655172414,7.422395214030915,16.448979591836736,34.05964181591004,137.79183673469387,3511.626055810079,1.6,['unknown'],['unknown']
njp.32101068932738,"Franklin, Benjamin","Franklin, Benjamin",1706-1790.,1793.0,1790.0,s,1793,    ,London;Printed for G. G. J. and J. Robinson;1793.,1793,,,,,,9998344.0,enk,8975727,1,1.0,1.0,vol.1,1.0,"Works of the late Doctor Benjamin Franklin, | consisting of his life written by himself, together with Essays, humorous, moral & literary, chiefly in the manner of the Spectator. In two volumes.",,True,"Works of the late Doctor Benjamin Franklin, consisting of his life written by himself, together with Essays, humorous, moral & literary, chiefly in the manner of the Spectator. In two volumes",0.9163291112002172,0.6171419310762458,Benjamin,m,6.871559633027523,5.249558118003536,23.30395136778116,8.697887122254969,171.75075987841944,726.4728337690894,1.8,['unknown'],['unknown']
njp.32101071963084,"Le Sage, Alain René","Le Sage, Alain René",1668-1747.,1793.0,1747.0,s,1793,    ,London;Printed for C. Cooke ...;1793?,1793,Cooke's ed.,,,,,13129984.0,enk,8980629,1,1.0,1.0,,,"The devil upon two sticks : | translated from the Diable boiteaux of M. Le Sage : embellished with engravings : to which are prefixed Asmodeus's crutches, a critical letter upon the work, and Dialogues between two chimnies of Madrid.",,False,"The devil upon two sticks : translated from the Diable boiteaux of M. Le Sage : embellished with engravings : to which are prefixed Asmodeus's crutches, a critical letter upon the work, and Dialogues between two chimnies of Madrid",0.2667388954321567,0.4737381607197313,Alain,m,15.14391143911439,17.76895739437099,39.974729241877256,53.27372961983083,423.6714801444043,7801.058139686429,1.8,['fiction'],['unknown']
hvd.32044087388963,"Hayley, William","Hayley, William",1745-1820.,1793.0,1793.0,s,1793,    ,London;Printed for T. Cadell;1793.,1793,3d ed.|with corrections and additions.,,Women|Celibacy,,,1555165.0,enk,9706543,1,1.0,1.0,v.1,1.0,"A philosophical, historical, and moral essay on old maids. | $c: By a friend to the sisterhood.",,True,"A philosophical, historical, and moral essay on old maids",0.4238601756810486,0.1164049425299167,William,m,5.209219858156028,4.051971731804234,23.902439024390244,17.969575932693125,188.79790940766551,1650.1124694970194,1.4,['unknown'],['unknown']
mdp.39015063931482,"Mrs. Gunning, (Susannah)","Gunning, (Susannah), Mrs",1740?-1800.,1794.0,1794.0,s,1794,    ,London;J. Bell;1794.,1794,3d ed.,,,,PZ3.G954M,23625332.0,enk,245028,1,1.0,1.0,v.1,1.0,"Memoirs of Mary, | a novel. | $c: By Mrs. Gunning.",,True,"Memoirs of Mary, a novel",0.2915339940109018,0.0146768390370466,Susannah,f,5.68141592920354,5.287884720808208,21.95217391304348,21.706408317580344,174.63478260869564,1830.6753119092627,1.9,['fiction'],['fiction and juvenile belles lettres']
mdp.39015021250124,"Mrs. Bennett, (Agnes Maria)","Bennett, (Agnes Maria), Mrs",d. 1808.,1794.0,1794.0,s,1794,    ,London;Printed for W. Lane;1794.,1794,,,,,,6630561.0,enk,282559,1,1.0,1.0,v.1,1.0,"Ellen, Countess of Castle Howel, | a novel ... | $c: by Mrs. Bennett.",,True,"Ellen, Countess of Castle Howel, a novel",0.0525513002867766,0.1195635097666954,Agnes,f,5.733471074380165,7.021937538419507,22.07361963190184,10.137729434052217,181.69938650306747,1074.516993488652,1.2,['fiction'],['unknown']
mdp.39015064447561,"Naubert, Benedikte","Naubert, Benedikte",1756-1819.,1794.0,1794.0,m,1794,1795,London;Printed for G. G. and J. Robinson;1794-95.,1794-1795,The 2d ed.,,1273-1517|Fehmic courts|History,Germany,,6958818.0,enk,1904684,1,1.0,1.0,v.1,1.0,"Herman of Unna: | a series of adventures of the fifteenth century, in which the proceedings of the secret tribunal under the emperors Winceslaus and Sigismond, are delineated. ... | $c: Written in German by Professor Kramer [!]",,True,"Herman of Unna: a series of adventures of the fifteenth century, in which the proceedings of the secret tribunal under the emperors Winceslaus and Sigismond, are delineated",0.1025239182753981,0.0506301192838809,Benedikte,f,9.02014652014652,12.942817560949432,23.852994555353902,14.985648927375074,202.3466424682396,1639.5404560591037,1.8,['unknown'],['unknown']
mdp.39015064447553,"Naubert, Benedikte","Naubert, Benedikte",1756-1819.,1794.0,1794.0,m,1794,1795,London;Printed for G. G. and J. Robinson;1794-95.,1794-1795,The 2d ed.,,1273-1517|Fehmic courts|History,Germany,,6958818.0,enk,1904684,1,1.0,1.0,v.2,2.0,"Herman of Unna: | a series of adventures of the fifteenth century, in which the proceedings of the secret tribunal under the emperors Winceslaus and Sigismond, are delineated. ... | $c: Written in German by Professor Kramer [!]",d ed,True,d ed,0.0472238517102797,0.0524192228313584,Benedikte,f,8.862676056338028,13.843818190835153,23.104166666666668,12.954427083333334,194.54513888888889,1422.4701847029323,2.0,['unknown'],['unknown']
