docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob	first_name	estimated_gender
nyp.33433075814867	Florian	Florian	1755-1794.	1791.0	1791.0	s	1791	    	London;Barker;1791.	1791						37601466.0	enk	8691557	1	1.0	1.0	v. 1-2	1.0	Stella. | $c: Trans. from the French by ... Elizabeth Morgan.		True	Stella	0.5599474146492057	0.3983937011230398	Florian	m
njp.32101066479765	Combe, William	Combe, William	1742-1823.	1791.0	1791.0	s	1791	    	London;Printed at the Logographic Press, and sold by J. Walter ... and the principal booksellers in town and country;1791.	1791	The third edition.					654829907.0	enk	8929179	1	2.0	1.0	v.1-2	1.0	The devil upon two sticks in England : | being a continuation of Le diable boiteux of Le Sage.		True	The devil upon two sticks in England : being a continuation of Le diable boiteux of Le Sage	0.4681734718838014	0.0118161999924999	William	m
mdp.39015024477674	Mrs. Gunning, (Susannah)	Gunning, (Susannah), Mrs	1740?-1800.	1792.0	1792.0	s	1792	    	London;Printed for W. Lane;1792.	1792						23625306.0	enk	245027	1	1.0	1.0	v.1	1.0	Anecdotes of the Delborough family. | A novel ... | $c: By Mrs. Gunning.		True	Anecdotes of the Delborough family. A novel	0.0350568344873572	0.0132752346490488	Susannah	f
mdp.39015004743731	Knight, Ellis Cornelia	Knight, Ellis Cornelia	1757-1837.	1792.0	1792.0	s	1792	    	London;Printed for C. Dilly;1792.	1792	The second edition.					8945745.0	enk	537504	1	1.0	1.0			Dinarbas; | a tale: being a continuation of Rasselas, prince of Abissinia ...		True	Dinarbas; a tale: being a continuation of Rasselas, prince of Abissinia	0.5841972727186601	0.3448593992844561	Ellis	m
mdp.39015063950276	Radcliffe, Ann Ward	Radcliffe, Ann Ward	1764-1823.	1792.0	1792.0	s	1792	    	London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.	"<unparsed=""M.DCC.XCII"">"	The 2d ed.		English fiction		PR5202.R7 1792	5059489.0	enk	781764	1	8.0	3.0	v.1	1.0	The romance of the forest: | interspersed with some pieces of poetry ... | $c: By Ann Radcliffe.		True	The romance of the forest: interspersed with some pieces of poetry	0.1051077755551861	0.0158387230854677	Ann	f
mdp.39015063950284	Radcliffe, Ann Ward	Radcliffe, Ann Ward	1764-1823.	1792.0	1792.0	s	1792	    	London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.	"<unparsed=""M.DCC.XCII"">"	The 2d ed.				PR5202.R7 1792	5059489.0	enk	781764	1	1.0	1.0	v.2	2.0	The romance of the forest: | interspersed with some pieces of poetry ... | $c: By Ann Radcliffe.	d ed	True	d ed	0.0684003864216934	0.1062425411783404	Ann	f
mdp.39015078568303	Dibdin, Charles	Dibdin, Charles	1745-1814.	1792.0	1792.0	s	1792	    	London;Printed for C. Dibdin;1796	1796			Voyages, Imaginary		PZ3.D545H	36869223.0	enk	1023532	1	1.0	1.0	v.1	1.0	Hannah Hewit; | or, The female Crusoe. Being the history of a woman ... who ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. | $c: Supposed to be written by herself.		True	Hannah Hewit; or, The female Crusoe. Being the history of a woman ... who ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas	0.6335347238409798	0.3916033037630758	Charles	m
inu.39000003249765	Bage, Robert	Bage, Robert	1728-1801.	1792.0	1792.0	s	1792	    	London;Printed for W. Lane at the Minerva Press;1792.	1792						2404690.0	enk	6058464	1	1.0	1.0	v.1	1.0	Man as he is : | a novel / | $c: [by Robert Bage]		True	Man as he is : a novel	0.2598972756442619	0.1503091576127506	Robert	m
uc2.ark+=13960=t9t14wb76				1792.0	1792.0	s	1792	    	Edinburgh;Printed for G. Mudie [etc.] 1792.	1792						4734602.0	enk	7685342	1	1.0	1.0	v.2	2.0	Arabian tales;		True	Arabian tales;	0.3275285661046669	0.4846030146598697		unknown
nnc1.0038773805				1792.0	1792.0	s	1792	    	Edinburgh;Bell & Bradfute; [etc.;1792.	1792					PJ7715.C4 1792	4429529.0	stk	8398810	1	1.0	1.0	v.1	1.0	Arabian tales; | or, A continuation of the Arabian nights entertainments, | $c: consisting of stories related by the Sultana of the Indies, newly tr. from the original Arabic into French by Dom Chavis and Cazotte; and tr. from the French into English, by Robert Heron.		True	Arabian tales; or, A continuation of the Arabian nights entertainments	0.1540599247396923	0.1435299659249772		unknown
njp.32101048392763				1792.0	1792.0	s	1792	    	Edinburgh;G. Mudie;1792.	1792						4429493.0	stk	8896436	1	1.0	1.0	v.1	1.0	Arabian tales : | being a continuation of the Arabian nights entertainments, consisting of one thousand and one stories / | $c: tr. from the  Arabian manuscript into French, by Chavis and Cazotte, and now tr. into English from the last French edition.		True	Arabian tales : being a continuation of the Arabian nights entertainments, consisting of one thousand and one stories	0.2025917691489518	0.0596755003078886		unknown
hvd.hw2fxw	Goldsmith, Oliver	Goldsmith, Oliver	ca. 1730-1774.	1792.0	1774.0	s	1792	    	Edinburgh;Printed for Geo. Mudie;1792.	1792						17828456.0	stk	9711436	1	1.0	1.0	v.3	3.0	The miscellaneous works of Dr. Goldsmith : | in four volumes, containing the Citizen of the World, The Vicar of Wakefield, essays, poems and plays.		True	The miscellaneous works of Dr. Goldsmith : in four volumes, containing the Citizen of the World, The Vicar of Wakefield, essays, poems and plays	0.2252573845133653	0.2115304627581807	Oliver	m
hvd.hn37v1	Thomson, James	Thomson, James	b.1735?	1792.0	1792.0	s	1792	    	London;printed for J. Sewell;1792.	1792	2d ed., corrected.					79237804.0	enk	9715274	1	1.0	1.0	v.2	2.0	The denial, or The happy retreat; | a novel.		True	The denial, or The happy retreat; a novel	0.0844747145427709	0.1090461058099822	James	m
mdp.39015031644233				1793.0	1793.0	s	1793	    	London;Printed for Hookham & Carpenter;1793.	1793					PZ3.M6675	23628563.0	enk	450124	1	1.0	1.0	ser.2 no.2666/v.1 1793	2.0	The Minstrel; | or, Anecdotes of distinguished personages in the fifteenth century [a novel]		True	The Minstrel; or, Anecdotes of distinguished personages in the fifteenth century [a novel]	0.2497201244868522	0.0401824614751409		unknown
mdp.39015063950128	Radcliffe, Ann Ward	Radcliffe, Ann Ward	1764-1823.	1793.0	1793.0	s	1793	    	London;Hookham and Carpenter;1793.	1793			Scotland|1057-1603|History|Man-woman relationships|Clans|Highlands		PZ3.R116C 2	13310899.0	enk	781712	1	3.0	1.0			The castles of Athlin and Dunbayne. | A Highland story ...		True	The castles of Athlin and Dunbayne. A Highland story	0.0115607352418429	0.0502180464657346	Ann	f
mdp.39015065998067	Moore, W. (Wilson)	Moore, W. (Wilson)	1949-	1793.0	1793.0	m	1793	1794	London;Published for the author by T. Cadell;1793-94.	1793-1794			Description and travel	Italy|Netherlands|France		23639138.0	enk	811348	1	1.0	1.0	v.1	1.0	A ramble through Holland, France, and Italy. | $c: By W. Moore.		True	A ramble through Holland, France, and Italy	0.8049014327084107	0.0032071409269774	Wilson	m
mdp.39015027523300	Talisīn-al-Dīn	Talisīn-al-Dīn		1793.0	1793.0	s	1793	    	London;T. Cadell;1793.	1793					PK 2095 T14L89 1793	23621009.0	enk	1058647	1	1.0	1.0			The loves of Cámarúpa and Cámalatà : | an ancient Indian tale : elucidating the customs and manners of the Orientals : in a series of adventures of Rajah Cámarúpa and his companions / | $c: translated from the Persian by William Franklin.		True	The loves of Cámarúpa and Cámalatà : an ancient Indian tale : elucidating the customs and manners of the Orientals : in a series of adventures of Rajah Cámarúpa and his companions	0.5535198766551244	0.5260767692553453	Talisn	unknown
uc2.ark+=13960=t6d21t12k	Aesop	Aesop		1793.0	1793.0	s	1793	    	London;J. Stockdale;1793.	1793					PA3855.E5C7 1793 (Rosenwald Coll.)	2473503.0	enk	1181633	1	1.0	1.0	v.1	1.0	The Fables		True	The Fables	0.9284269677825168	0.9758240671216198	Aesop	unknown
mdp.39015038670421	Newton, John	Newton, John	1725-1807.	1793.0	1793.0	s	1793	    	London;Printed for J. Johnson;1793.	1793	v.1. Written during three voyages to Africa from 1750 to 1754.--v.II. Written in England, from 1755 to 1785.		d. 1790|Newton, Mary (Catlett)|Mrs			169394.0	enk	1959800	1	1.0	1.0	v.1	1.0	Letters to a wife, | $c: by the author of Cardiphonia ...		True		0.9897444878165358	0.7378410464518941	John	m
uc2.ark+=13960=t8pc2z66x	Sterne, Laurence	Sterne, Laurence	1713-1768.	1793.0	1768.0	 	1793	    	London;Printed for J. Dodsley [etc.;1793.	1793						4536548.0	enk	7694761	1	1.0	1.0	v.2	2.0	The works of Laurence Sterne		True	The works of Laurence Sterne	0.3995204964628485	0.2033985139851688	Laurence	f
nyp.33433069322661	Twiss, Richard	Twiss, Richard	1747-1821.	1793.0	1793.0	s	1793	    	London;Printed at the Minerva Press, and Sold by William Lane ..., and by Mrs. Harlow ...;1793.	1793			1789-1793|Great Britain|Women publishers|Description and travel|18th century|Early works to 1800|History	Paris (France)|France		7111539.0	enk	8615011	1	1.0	1.0			A trip to Paris in July and August, 1792.		True	A trip to Paris in July and August, 1792	0.9998673157866808	0.8950347904904591	Richard	m
nyp.33433074931506				1793.0	1793.0	s	1793	    	London;C. and G. Kearsley;1793.	1793			Wit and humor			32399529.0	enk	8637164	1	1.0	1.0			The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters; | $c: procured and selected by G--- K---, summer resident at Windsor.		True	The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters;	0.8617990460781128	0.1745057508078536		unknown
nyp.33433082412309	Countess of, Strathmore, Mary Eleanor Bowes	Countess of, Strathmore, Mary Eleanor Bowes	1749-1800.	1793.0	1793.0	s	1793	    	London;Printed for W. Locke;1793.	1793			Cases|Divorce			4770210.0	enk	8640605	1	1.0	1.0			The confessions of the Countess of Strathmore; | $c: written by herself. Carefully copied from the original, lodged in Doctor's Commons ...		True	The confessions of the Countess of Strathmore;	0.9541387040688524	0.0150939224559343	Mary	f
nyp.33433074911789	Mrs. Pilkington, (Mary)	Pilkington, (Mary), Mrs	1766-1839.	1793.0	1793.0	s	1793	    	London;W. Lane;1793.	1793					PZ3.R7311	6972304.0	enk	8663615	1	1.0	1.0	v. 1	1.0	Rosina: | a novel ... | $c: By the author of Delia.		True	Rosina: a novel	0.1045336707741877	0.0988983668931464	Mary	f
nyp.33433075733406	Freiherr von, Kneigge, Adolf Franz Friedrich Ludwig	Freiherr von, Kneigge, Adolf Franz Friedrich Ludwig	1752-1798.	1793.0	1793.0	s	1793	    	London;Printed for G. and G. Kearsley;1793.	1793			German fiction			3920927.0	enk	8669981	1	1.0	1.0	v. 2	2.0	The German Gil Blas; | or The adventures of Peter Claus. | $c: Translated from the German of Baron Kuiegge.		True	The German Gil Blas; or The adventures of Peter Claus	0.7030832171422396	0.3724736271140027	Adolf	m
nyp.33433088073691				1793.0	1793.0	s	1793	    	London;Printed for John Stockdale, Piccadilly;1793.	1793			Aesop|Fables			24036316.0	enk	8681865	1	1.0	1.0	v. 1	1.0	The fables of AEsop : | with a life of the author : and embellished with one hundred & twelve plates.		True	The fables of AEsop : with a life of the author : and embellished with one hundred & twelve plates	0.902972439552745	0.9642032662921716		unknown
njp.32101068932738	Franklin, Benjamin	Franklin, Benjamin	1706-1790.	1793.0	1790.0	s	1793	    	London;Printed for G. G. J. and J. Robinson;1793.	1793						9998344.0	enk	8975727	1	1.0	1.0	vol.1	1.0	Works of the late Doctor Benjamin Franklin, | consisting of his life written by himself, together with Essays, humorous, moral & literary, chiefly in the manner of the Spectator. In two volumes.		True	Works of the late Doctor Benjamin Franklin, consisting of his life written by himself, together with Essays, humorous, moral & literary, chiefly in the manner of the Spectator. In two volumes	0.9163291112002172	0.6171419310762458	Benjamin	m
njp.32101071963084	Le Sage, Alain René	Le Sage, Alain René	1668-1747.	1793.0	1747.0	s	1793	    	London;Printed for C. Cooke ...;1793?	1793	Cooke's ed.					13129984.0	enk	8980629	1	1.0	1.0			The devil upon two sticks : | translated from the Diable boiteaux of M. Le Sage : embellished with engravings : to which are prefixed Asmodeus's crutches, a critical letter upon the work, and Dialogues between two chimnies of Madrid.		False	The devil upon two sticks : translated from the Diable boiteaux of M. Le Sage : embellished with engravings : to which are prefixed Asmodeus's crutches, a critical letter upon the work, and Dialogues between two chimnies of Madrid	0.2667388954321567	0.4737381607197313	Alain	m
hvd.32044087388963	Hayley, William	Hayley, William	1745-1820.	1793.0	1793.0	s	1793	    	London;Printed for T. Cadell;1793.	1793	3d ed.|with corrections and additions.		Women|Celibacy			1555165.0	enk	9706543	1	1.0	1.0	v.1	1.0	A philosophical, historical, and moral essay on old maids. | $c: By a friend to the sisterhood.		True	A philosophical, historical, and moral essay on old maids	0.4238601756810486	0.1164049425299167	William	m
hvd.hn1km3	Franklin, Benjamin	Franklin, Benjamin	1706-1790.	1793.0	1790.0	s	1793	    	London;Printed for G. G. J. and J. Robinson;1793.	1793					PS745.A2 1793	6844145.0	enk	9711229	1	1.0	1.0	v.2	2.0	Works of the late Doctor Benjamin Franklin, | consisting of his life written by himself, together with Essays, humorous, moral & literary, chiefly in the manner of the Spectator...		True	Works of the late Doctor Benjamin Franklin, consisting of his life written by himself, together with Essays, humorous, moral & literary, chiefly in the manner of the Spectator	0.9332012064421408	0.5291398779591889	Benjamin	m
mdp.39015063931482	Mrs. Gunning, (Susannah)	Gunning, (Susannah), Mrs	1740?-1800.	1794.0	1794.0	s	1794	    	London;J. Bell;1794.	1794	3d ed.				PZ3.G954M	23625332.0	enk	245028	1	1.0	1.0	v.1	1.0	Memoirs of Mary, | a novel. | $c: By Mrs. Gunning.		True	Memoirs of Mary, a novel	0.2915339940109018	0.0146768390370466	Susannah	f
mdp.39015021250124	Mrs. Bennett, (Agnes Maria)	Bennett, (Agnes Maria), Mrs	d. 1808.	1794.0	1794.0	s	1794	    	London;Printed for W. Lane;1794.	1794						6630561.0	enk	282559	1	1.0	1.0	v.1	1.0	Ellen, Countess of Castle Howel, | a novel ... | $c: by Mrs. Bennett.		True	Ellen, Countess of Castle Howel, a novel	0.0525513002867766	0.1195635097666954	Agnes	f
mdp.39015064447561	Naubert, Benedikte	Naubert, Benedikte	1756-1819.	1794.0	1794.0	m	1794	1795	London;Printed for G. G. and J. Robinson;1794-95.	1794-1795	The 2d ed.		1273-1517|Fehmic courts|History	Germany		6958818.0	enk	1904684	1	1.0	1.0	v.1	1.0	Herman of Unna: | a series of adventures of the fifteenth century, in which the proceedings of the secret tribunal under the emperors Winceslaus and Sigismond, are delineated. ... | $c: Written in German by Professor Kramer [!]		True	Herman of Unna: a series of adventures of the fifteenth century, in which the proceedings of the secret tribunal under the emperors Winceslaus and Sigismond, are delineated	0.1025239182753981	0.0506301192838809	Benedikte	f
mdp.39015064447553	Naubert, Benedikte	Naubert, Benedikte	1756-1819.	1794.0	1794.0	m	1794	1795	London;Printed for G. G. and J. Robinson;1794-95.	1794-1795	The 2d ed.		1273-1517|Fehmic courts|History	Germany		6958818.0	enk	1904684	1	1.0	1.0	v.2	2.0	Herman of Unna: | a series of adventures of the fifteenth century, in which the proceedings of the secret tribunal under the emperors Winceslaus and Sigismond, are delineated. ... | $c: Written in German by Professor Kramer [!]	d ed	True	d ed	0.0472238517102797	0.0524192228313584	Benedikte	f
nnc1.1002330652	Moser, Joseph	Moser, Joseph	1748-1819.	1794.0	1794.0	s	1794	    	London;1794.	1794						35122360.0	enk	8405386	1	1.0	1.0	v.1	1.0	Turkish tales.		True	Turkish tales	0.2629399340547395	0.4167461828583683	Joseph	m
nyp.33433074910815	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1794.0	1794.0	s	1794	    	London;Printed for J. Bell ...;1794.	1794			English fiction			17381925.0	enk	8663658	1	1.0	1.0			The wanderings of Warwick / | $c: by Charlotte Smith.		True	The wanderings of Warwick	0.2357052817548036	0.0437850969608865	Charlotte	f
nyp.33433074955117	Miss Gunning, (Elizabeth)	Miss Gunning, (Elizabeth)	1769-1823.	1794.0	1794.0	s	1794	    	London;J. Bell;1794.	1794			English fiction			37203235.0	enk	8666719	1	1.0	1.0	v. 1	1.0	The packet: | a novel. | $c: By Miss Gunning ...		True	The packet: a novel	0.1075231914151584	0.0346002416038123	Elizabeth	f
nyp.33433074926092	Sterne, Laurence	Sterne, Laurence	1713-1768.	1794.0	1768.0	s	1794	    	London;Printed for A. Miller, W. Law, and R. Carter;1794.	1794			English letters			9776068.0	enk	8668257	1	1.0	1.0			The letters of the late Laurence Sterne to his most intimate friends : | with a fragment in the manner of Rabelais.		False	The letters of the late Laurence Sterne to his most intimate friends : with a fragment in the manner of Rabelais	0.9649522866408224	0.2327364806378037	Laurence	f
njp.32101037605548	Davies, J	Davies, J	fl. 1794.	1794.0	1794.0	s	1794	    	London;Printed for the author and sold by Dilly [etc.;1794.	1794						43481070.0	enk	9472207	1	1.0	1.0			Adolescence; or, Juvenile prosperity and cottage friendship ...		True	Adolescence; or, Juvenile prosperity and cottage friendship	0.8102001232201284	0.6997029671865782	J	unknown
dul1.ark+=13960=t15m6t508	Naubert, Benedikte	Naubert, Benedikte	1756-1819.	1794.0	1794.0	s	1794	    	London;printed for G. G. and J. Robinson;1794.	1794			Sligo, Marquess of|1794|Fehmic courts|Robinson, G. G|1273-1517|London|Germany|England|Place|Publisher|History|Bookplate, Armorial|Robinson, J|Provenance			79520987.0	enk	10945349	1	1.0	1.0	v.1	1.0	Herman of Unna		True	Herman of Unna	0.1705286058378296	0.0284890773512498	Benedikte	f
mdp.39015063546520	Cumberland, Richard	Cumberland, Richard	1732-1811.	1795.0	1795.0	s	1795	    	London;C. Dilly;1795.	1795	3d ed.,|with a new prefatory chapter.					5068588.0	enk	396220	1	1.0	1.0	v.1	1.0	Arundel.		True	Arundel	0.1639454318489499	0.0881069431856515	Richard	m
njp.32101036889531	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1795.0	1795.0	s	1795	    	London;Printed for T. Cadell, jun. and W. Davies (successors to Mr. Cadell);1795.	1795	The 2d ed.					17380662.0	enk	779950	1	1.0	1.0	v.2	2.0	The banished man: | a novel. | $c: By Charlotte Smith.	d ed	True	d ed	0.0699816175820121	0.1525966250197602	Charlotte	f
njp.32101036889523	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1795.0	1795.0	s	1795	    	London;Printed for T. Cadell, jun. and W. Davies (successors to Mr. Cadell);1795.	1795	The 2d ed.					17380662.0	enk	779950	1	1.0	1.0	v.3	3.0	The banished man: | a novel. | $c: By Charlotte Smith.		True	The banished man: a novel	0.0303367805744587	0.0830267180134806	Charlotte	f
nyp.33433074911599	Smith, Charlotte Turner	Smith, Charlotte Turner	1749-1806.	1795.0	1795.0	s	1795	    	London;Printed by S. Low for E. Booker;1795.	1795						5068130.0	enk	1423009	1	1.0	1.0	v. 1	1.0	Montalbert : | a novel / | $c: by Charlotte Smith.		True	Montalbert : a novel	0.116355072859685	0.0427884535522182	Charlotte	f
mdp.39015021028801				1795.0	1795.0	s	1795	    	York;Printed and sold by E. and R. Peck;1795.	1795			Metcalf, John|1717-1810			23618240.0	enk	2017336	1	1.0	1.0			The life of John Metcalf, commonly called Blind Jack of Knaresborough. | With many entertaining anecdotes of his exploits in hunting, card-playing, &c. Some particulars relative to the expedition against the rebels in 1745, in which he bore a personal share; and also a succinct account of his various contracts for making roads, erecting bridges, and other undertakings, in Yorkshire, Derbyshire, and Cheshire ...		True	The life of John Metcalf, commonly called Blind Jack of Knaresborough. With many entertaining anecdotes of his exploits in hunting, card-playing, &c. Some particulars relative to the expedition against the rebels in 1745, in which he bore a personal share; and also a succinct account of his various contracts for making roads, erecting bridges, and other undertakings, in Yorkshire, Derbyshire, and Cheshire	0.9530786431559698	0.4378126794523188		unknown
uc2.ark+=13960=t0tq5sd9m	Trenck, Friedrich	Trenck, Friedrich		1795.0	1795.0	 	1795	    	London;For J. Johnson;1795.	1795						320195738.0	enk	7675057	1	1.0	1.0			The life and surprising adventures of Frederick Baron Trenck		True	The life and surprising adventures of Frederick Baron Trenck	0.9371368392312458	0.0191905938698387	Friedrich	m
uc2.ark+=13960=t8bg2jx69	Lavater, Johann Caspar	Lavater, Johann Caspar	1741-1801.	1795.0	1795.0	s	1795	    	London;Printed for T. Cadell, jun., and W. Davies;1795	1795			Christian life		PT2392.L2Z43	3601216.0	enk	7689525	2	2.0	2.0	v.1	1.0	Secret journal of a self-observer		True	Secret journal of a self-observer	0.6758895640353669	0.0669052536695649	Johann	m
nyp.33433074909957	Cumberland, Richard	Cumberland, Richard	1732-1811.	1795.0	1795.0	s	1795	    	London;Printed for C. Dilly;1795.	1795			English fiction			3987987.0	enk	8664064	1	3.0	2.0	v. 1	1.0	Henry; | $c: in four volumes / by the author of Arundel.		True	Henry;	0.0712754962101485	0.0738932808396252	Richard	m
yale.39002088372348	Radcliffe, Ann Ward	Radcliffe, Ann Ward	1764-1823.	1795.0	1795.0	s	1795	    	London;Printed for G. G. and J. Robinson;1795.	1795	2nd ed.		Description and travel	Lake District (England)|Europe		7404096.0	enk	8731345	1	1.0	1.0	v.1	1.0	A journey made in the summer of 1794 : | through Holland and the western frontier of Germany, with a return down the Rhine : to which are added, observations during a tour to the lakes of Lancashire, Westmoreland, and Cumberland / | $c: by Ann Radcliffe.		True	A journey made in the summer of 1794 : through Holland and the western frontier of Germany, with a return down the Rhine : to which are added, observations during a tour to the lakes of Lancashire, Westmoreland, and Cumberland	0.9419094177621492	0.2976294421964592	Ann	f
njp.32101079667026	Quevedo, Francisco de	Quevedo, Francisco de	1580-1645.	1795.0	1645.0	s	1795	    	London;Printed for Edom & Thomson;1795.	1795						39491425.0	enk	9038110	1	2.0	1.0			Visions. | $c: Translated from the Spanish of don Francisco de Quevedo. To which is prefixed An account of the life and writings of the author.		False	Visions	0.3040398074535623	0.9621624992800552	Francisco	m
mdp.39015063962032				1796.0	1796.0	s	1796	    	London;Printed for G. G. & J. Robinson;1796.	1796						14583719.0	enk	123034	1	1.0	1.0			Travels before the flood. | An interesting oriental record of men and manners in the antidiluvian world, interpreted in fourteen evening conversations between the caliph of Bagdad & his court. | $c: Tr. from the Arabic.		True	Travels before the flood. An interesting oriental record of men and manners in the antidiluvian world, interpreted in fourteen evening conversations between the caliph of Bagdad & his court	0.4220999745299315	0.9296946218834686		unknown
mdp.39015063758570				1796.0	1796.0	s	1796	    	London;Printed for Robinson and Roberts;1769.	1769						23625523.0	enk	245907	1	1.0	1.0	v.1	1.0	The masquerade; | or, The history of Lord Avon and Miss Tameworth. | $c: In a series of letters.		True	The masquerade; or, The history of Lord Avon and Miss Tameworth	0.3015450788879298	0.0504991740985322		unknown
mdp.39015027179251	Walker, George	Walker, George	1772-1847.	1796.0	1796.0	s	1796	    	London;Printed for B. Crosby;1796.	1796			Jews|English fiction			7121355.0	enk	784832	1	2.0	2.0	v.1	1.0	Theodore Cyphon: | or, The benevolent Jew. A novel ... | $c: By George Walker.		True	Theodore Cyphon: or, The benevolent Jew. A novel	0.1084667480149375	0.0392843645463007	George	m
mdp.39015009232102	Wollstonecraft, Mary	Wollstonecraft, Mary	1759-1797.	1796.0	1796.0	s	1796	    	London;Printed for J. Johnson;1796.	1796	A new ed.					7392625.0	enk	1776216	1	1.0	1.0			Original stories from real life; | with conversations, calculated to regulate the affections, and form the mind to truth and goodness. | $c: By Mary Wollstonecraft.		True	Original stories from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness	0.5194936305899667	0.9979633360920152	Mary	f
mdp.39015064408506	Cramer, Karl Gottlieb	Cramer, Karl Gottlieb	1758-1817.	1796.0	1796.0	s	1796	    	London;Printed for G.G. and J. Robinson;1796.	1796						67892813.0	enk	1779885	1	1.0	1.0	v.1	1.0	Albert de Nordenshild: | or, The modern Alcibiades. A novel, tr. from the German ...		True	Albert de Nordenshild: or, The modern Alcibiades. A novel, tr. from the German	0.2089698134146849	0.5186574331663717	Karl	m
mdp.39015031938452	Wieland, Christoph Martin	Wieland, Christoph Martin	1733-1813.	1796.0	1796.0	s	1796	    	London;J. Johnson;1796.	1796						7102627.0	enk	1785299	1	1.0	1.0	v.1	1.0	Private history of Peregrinus Proteus, the philosopher. | $c: By C. M. Wieland. Tr. from the German ...		True	Private history of Peregrinus Proteus, the philosopher	0.5325106973936996	0.0447796391638678	Christoph	m
uc2.ark+=13960=t58c9t67v	Hoccleve, Thomas	Hoccleve, Thomas		1796.0	1796.0	s	1796	    	London;Herbert;1798.	1798						319998805.0	enk	7662372	1	1.0	1.0			Poems		True	Poems	0.9690954373577912	0.5052107955275833	Thomas	m
uc2.ark+=13960=t5t728t8q	Burney, Fanny	Burney, Fanny	1752-1840.	1796.0	1796.0	s	1796	    	London;T. Payne, T. Cadell, Jun., and W. Davies;1796.	1796					PR3316.A4C3 1796	994380.0	enk	7685802	1	2.0	1.0	v.3	3.0	Camilla: or, A picture of youth		True	Camilla: or, A picture of youth	0.1188339988782155	0.0117467023148851	Fanny	f
nyp.33433075896377	Hamilton, Elizabeth	Hamilton, Elizabeth	1756?-1816.	1796.0	1796.0	s	1796	    	London;Printed for G. G. and J. Robinson ...;1796.	1796			Great Britain|South Asians|Social life and customs|Religion|18th century	Great Britain		2750279.0	enk	8611240	1	7.0	7.0	v. 1	1.0	Translation of the letters of a Hindoo rajah : | written previous to, and during the period of his residence in England : to which is prefixed a preliminary dissertation on the history, religion, and manners, of the Hindoos / | $c: by Eliza Hamilton.		True	Translation of the letters of a Hindoo rajah : written previous to, and during the period of his residence in England : to which is prefixed a preliminary dissertation on the history, religion, and manners, of the Hindoos	0.6798119886300359	0.4444944444116558	Elizabeth	f
nyp.33433067290126	Rowe, Elizabeth Singer	Rowe, Elizabeth Singer	1674-1737.	1796.0	1737.0	s	1796	    	London;Printed for J. & A. Arch;Edinburgh;& for S. Doig;1796.	1796	v.1. Letters from the dead to the living.  Letters moral & entertaining, pts. 1 & 2.--v.2. Letters moral & entertaining, pt. 3.  Devout exercises of the heart.  Poems & translations by Mr. Thomas Rowe.--v.3. Miscellaneous poems & translations.  Hymns, odes & psalms.  Devout soliloquies.  A paraphrase on canticles.  The history of Joseph.--v.4. Dialogues.  Familiar letters.  Life of the author.		Rowe, Elizabeth Singer|1674-1737			2953091.0	enk	8618303	1	1.0	1.0	v. 1	1.0	The works of Mrs. Elizabeth Rowe.	&	False	&	0.2698202112260958	0.0150602019260507	Elizabeth	f
nyp.33433067290159	Rowe, Elizabeth Singer	Rowe, Elizabeth Singer	1674-1737.	1796.0	1737.0	s	1796	    	London;Printed for J. & A. Arch;Edinburgh;& for S. Doig;1796.	1796	v.1. Letters from the dead to the living.  Letters moral & entertaining, pts. 1 & 2.--v.2. Letters moral & entertaining, pt. 3.  Devout exercises of the heart.  Poems & translations by Mr. Thomas Rowe.--v.3. Miscellaneous poems & translations.  Hymns, odes & psalms.  Devout soliloquies.  A paraphrase on canticles.  The history of Joseph.--v.4. Dialogues.  Familiar letters.  Life of the author.		Rowe, Elizabeth Singer|1674-1737			2953091.0	enk	8618303	1	1.0	1.0	v. 4	4.0	The works of Mrs. Elizabeth Rowe.	Dialogues.  Familiar letters.  Life of the author	False	Dialogues.  Familiar letters.  Life of the author	0.6367569934568718	0.0022470751101747	Elizabeth	f
